index,text,value
196,Migros'tan aldığım sebzeler çürük çıktı. Bir daha alışveriş yapmayı düşünmüyorum.,2
197,muavinin kötü ve uygunsuz tavırları,2
198,Bu kadar kötü bir hizmet görmedim. #TTNET,2
199,Çalışan hanımın ilgisizliği yüzünden mağdur olduk,2
200,@MediaMarkt aldığım televizyon bozuk çıktı. Değişim ya da iade istiyorum.,2
201,unutulmuş eşyayı neden resepsiyona bırakmadığını anlamadık,2
202,31 aralıkta başvuru yaptım hala başvuru aşamasında gözüküyor. 199 aradım fakat sonuç çıkmadı. Acil desteğe ihtiyacım var.@TCNufusDestek@TCNufus,2
203,Baktıklarına inanmıyorum,2
204,@yusufacarq @TurkNetDestek İptal işlemini de yokuşa sürüyorlar iptal ettiremiyorsunuz da. Ben uyarımı yaptım gidin uydunete superonline a falan bakın.,2
205,umurlarında bile değil,2
206,@karideskfy Merhaba sokak aydınlatmaları yetkili kurum AYEDAŞ'ın sorumluluğunda olduğundan ne yazık ki müdahale edemiyoruz. Konuyu incelenmesi için @ayedasdestek'e iletelim.,0
207,Metro Market'ten aldığım ürünler her zaman taze ve kaliteli. Teşekkürler.,1
208,yasal yolla çözeceğim,2
209,içimi rahatlatıyor,2
210,Yazlıktayım ! İnternet sorunu yaşıyorum. Yenileme döneminde değerlendirmek üzere yardımlarınızı rica ediyorum @TurkNetDestek @SuperYardim @turksatkablo,0
211,Arkadasimi yalniz birakmayin heval no destek verin,0
212,mağduriyetin,2
213,Firmanızın müşteri hizmetleri gerçekten çok yardımcı oldu. Çok teşekkür ederim.,1
214,çözülememiştir,2
215,çok yardımcı oldu,1
216,Gelen olmadı. Tekrar aradık başka yerde elektrik kesintisi olduğu için bölgeye hizmet veremiyoruz dediler.,2
217,hızlandırdı,1
218,@SetrabetDestek Şeker döktün yollarıma #sweetbonanza #slot #denemebonusu yla geldim kollarına @SetrabetDestek ID 433325305,0
219,Yeni telefonuma Ziraat Bankası mobil şube kurmak istiyorum internet bankacılığı şifremi unuttum şifremi yenilemek için çağrı merkezini arıyorum telefonuma ziraat onay bildirimi geliyor.onaylamama rağmen sistemden atıyor.müşteri temsilcisine ulaşamıyorum.@ZiraatDestek,2
220,teşekkürler,2
221,çok daha konforlu!,2
222,@XYZBank müşteri hizmetlerinizle konuşmak bir işkence. Saatlerce bekletiliyorum ve sonunda da sorunum çözülmüyor.,2
223,there is no any announcement,2
224,D-Smart internetim yaklaşık 1 haftadır çekmiyor. 12 Haziran Çarşamba günü aradım teknik destek kaydı oluşturdum ancak ne gelen var ne giden. 14 Haziran Cuma saat 20.00'dan beri müşteri hizmetlerine ulaşmaya çalışıyorum. Ulaşıyorum ancak kendi kullandıkları internet bile çekmiyor ekranlarına bilgiler yansımıyor. Ama böyle interneti de insanlara satmaktan hiç utanmıyorsunuz. Her ay düzenli şekilde aksatmadan faturanızı ödememize rağmen böyle bir hizmet ile karşı karşıyayım. Sorunum ücretsiz teknik destek sağlanmadığı sürece şikayetimi de kaldırmayacağım.,2
225,aynı hataya tekrar düştüm,2
226,İki arkadaş Turkcell deneyi yaptı.Turkcell'in 10 GB interneti ile 22 bölüm Friends dizisi bölümü izlenebilirken Bulgaristan operatörü Viva'nın 10 GB'ı ile 38 bölüm Friends dizisi izlenebildi.Deney iki operatörde de 360p kalitesinde izlendi ve arka plan verileri kapalıydı.,0
227,@BurgerKingTR siparişim eksik geldi. Ne kadar ilgisizsiniz.,2
228,ürünün kötülüğünden dolayı,2
229,#12olu #sorgun #yozgat @kamilkocdestek @kamilkoccom 1 tane personel gönderseydiniz bari bir geçmiş olsun bu kadar mı zor gerçekten bu kadar basit mi sizin için gece 2:30 dan beri sorgun ve şehir hastanesindeyiz bir tane personel gönderir yazık gerçekten.,2
230,150 TL fark istedi,2
231,aynı hataya 2. Kez düştüm,2
232,Merhabalar uzun süredir aktif olarak internet alışverişi yapan ve bu konuda yasal haklarımı bilip ilgili süreçleri takip edebilen bilinçli bir tüketiciyim. FLO'dan yaptığım 2409077657 numaralı 09.05.2024 tarihli siparişim içerisinde bulunan İnci cozy 3pr taba ayakkabıdaki defodan dolayı 13.05.2024 tarihinde teslim aldıktan sonra aynı gün kargoya iade gönderip 15.05.2024 ürünün onaylı iadesini sağladım. O günden itibaren başlayan yasal sürece istinaden yapılması gereken para iadesi hala yapılmadı. Konuya ilişkin defalarca FLO asistan Ziylan Plaza ve FLO Ana Hat üzerinden iletişim sağladım. Talep üzerine 2 ayrı IBAN adresi de paylaştım. Nitekim hala konu çözülmüş değil ve soruna ilişkin sadece talep oluşturduğuna dair bilgi alabiliyorum. Hala FLO'dan alışveriş yapan biriyim ve bu durum ciddi manada FLO'nun iade süreci hakkında başarısız olduğunun altını çizmiş oldu ve beni alternatif aramaya sevk edecek.,2
233,Böyle bir açıklama geldi bilginize.,0
234,bu benim için son oldu,2
235,Halihazırda Göknet olan internet servis sağlayıcımı değiştirmek üzere Comnet'e internet üzerinden başvuru yaptım. Evraklarımı yükledim ve sürecin ilerlemesini beklemeye başladım. Comnet internet servis sağlayıcılarının ortak kullandıkları bir program üzerinden evraklarımı yükleyerek Göknet'e ilettiklerini ısrarla belirtmelerine rağmen Göknet işlemin gerçekleşmesini engellemek amacıyla zaman aşımına uğratıp başvurumun reddedilmesine sebep olmaktadır.,2
236,maliye bakanlığınada bildireceğim,2
237,Merhabalar banka hesabımdan Payfix hesabıma bir miktar para gönderdim. Hesabım bloke olduğu için gerekli tüm mail gönderimleri yaptığım halde Payfix geri dönmedi. İletişim bilgilerimi güncelledim ama cevap gelmedi. Hesabım bloke oldu açılması için yardımcı olmadılar. Ben bu durumdan şikayetçiyim. Eğer bu sorunla ilgilenmezlerse Tüketici Hakları'na kadar yazacağım. Hesabımın blokesinin kalkmasını ve para iademi talep ediyorum. Ve ilgilenmelerini rica ediyorum. Çok ilgisizler. Müşteri temsilcisini arıyorum bağlamıyorlar.,2
238,299 TL ürünü 199 TL görünüyor,2
239,fazladan kesinti,2
240,Buraya kadar geldim ve hiçbir şey çözülmedi. Ne biçim bir hizmet bu?,2
241,kesintilerin iadesini talep ediyorum,2
242,Bugün İstanbul dan Çanakkale için yola çıktık kahvaltıyı da yolda giderken yapmak istedik. Yol üzerinden baktım Çorlu şubenize gittik. 14.02 de kahvaltı siparişi verdik. İşletme (sözde) müdürü bize kesinlikle veremeyeceğini söyledi. Bizde normalde İstanbul da verildiğini yoldan geldiğimizi ve devam edeceğimizi söyledik ama beyefendi yine vermedi. Kahvaltı olarak ekstra bir şeyler söylemek istedik kahvaltı menüsünden hiçbir şey veremezlermiş. Oradan kalkmadan İstanbul Watergarden şubesini aradım ve gelin buyurun verebiliriz dendi. Söyleyeceklerim bu kadar. Sıfır kurumsallık sıfır iletişim sıfır hizmet!,2
243,Skechers mağazasından yeni aldığım ayakkabıyı sadece 1 hafta giydim ayağımı incittiğinden dolayı baktım içinde yırtılma var. Mağazaya götürdüm fabrikaya gönderdiler ama hata bulamadılar değişmeden geri geldi. Ayakkabıyı yeni alıp giydim. Kısacası ayıplı mal sattılar. Müşteri hizmeti yakışmadı. \,2
244,şikayet etcem de sizi,2
245,Trabzon Havalimanı yer hizmetlerinde çalışan Çelebi firması yetersiz kalıyor. Uçağın kalkış saati 20.15 ama halen kapılar açılıp uçağa alınmadık. Bu ilk değil Trabzon'a her gelişimizde sürekli bu şekilde biniş problemimiz oluyor ve insanlar sürekli ayakta bekletiliyor.,2
246,114 TL paramın iadesini istiyorum,2
247,@UPSDestek pek ilgilisiniz ama 2adım yerden 7 saatte teslimat yapıyorsunuz. Bravo üstün hizmetlerinizden dolayı tebrik ediyorum.,1
248,Benim kargoyu yollama işini düşünmüyosunuz heralde,2
249,@Trendyol destek hattı sağ olsun hemen ilgilendi,1
250,çok kaliteli,1
251,@magdurhaklari 1989 yılında tedbir nafakası 1991 yılında süresiz nafaka her sene nafaka artırma davası vekil ücreti 1500 tl. 29 yıldır nafaka mahkumuyum kurtulmam için ölmemmi lazım.benim gibi milyonlar var.Kadın cinayetlerine son verilsin.Nafaka Süreli olsun A D A L E T..,2
252,Teşekkürler LCW,1
253,Rezilller,2
254,@toroslardestek saat iş saati elektrik yine kesildi çarşı da Allah için duyun artık @akparti__mersin @MersinValiligi @BeratAlbayrak @dunya20101,2
255,Kargonuz itina ile gezdirilir. Herhalde bu konuda #DünyadaTekiz değil mi ? @UPSTurkiye @UPSDestek @UPS ne dersiniz ?:),2
256,İVEDİ sonucu bekliyorum,2
257,cihazınız hanemize kayıtlı değil' uyarısı çıkıyor,2
258,Migros firması sözde bir kampanya düzenlemiş ama vatandaşı yanıltmaktan öte bir şey yok. Nivea markasından 400 TL'lik alışveriş yapın 125 lira kazanın demiş ürün ayrımı da yapmamış. Şimdi kalkmış 'Senin alışverişinde kampanyaya dahil olmayan ürünler var' diye puan yüklemesi yapmıyor. Dedim ki 'Siz ürün ayrımı yapmamışsınız şimdi bu ne alaka?' Yapacak bir şey yok deyip kapatıyor telefonu. Çok yazık. Migros gibi kurumsal bir firmaya yakışmıyor.,2
259,Aynı anda izlenmiyor,2
260,Ben TurkNet abonesiyim. TurkNet 3-8 Haziran tarihleri arasında beni arayarak fiber altyapı çalışmaları yapacağını belirtti. Buna onay verip vermeyeceğim soruldu. Tarifede bir değişiklik olmaması koşuluyla fiber altyapıya onay verdiğimi belirttim. Altyapı çalışmaları için Telekom'dan geldiler. Bağlantılar yapıp yeni bir modem bağladılar. İnternetimiz kesildi. Bu sebepten firmayı aradım. 0850'li numaralardan arandım. Kendilerini TurkNet'li olarak tanıtan görevliler işlemin onaylanabilmesi için kimliğimin ön ve arka yüz fotokopilerini istediler. Söylenen numaraya gönderdim. Ardından adıma Sadenet firmasına yeni bir internet aboneliği sözleşmesi geldi. Şaşırarak söz konusu internet aboneliğinin kendi talebim üzerine olduğunu gördüm. \nSöz konusu firmaya abonelik talebim olmamıştır. Kafa karışıklığına ve yanlış bilgilendirmeler sonucu yapılan ve henüz hizmetlerinden de yararlanmadığım Sadenet firmasının sözleşmesinin iptal edilmesini arz ediyorum.,2
261,insanlari rezil etmekte yeni bir markaaa dogdu @AJ_Destek @AJET_TR,2
262,neden sürekli GB yerine dakika veriyor,2
263,acaba napıyorsunuz acaba sipariş hattı diyip arıyoruz adam çıkıyor diyor yanlış numara ne biçim hattınız var,2
264,#mhrgy @KTDestekne trade plus da nede bankanizin mobil uygulamasinda göremiyorum?Bildiriminiz var. Hisse ortada yok ?,0
265,İstanbul'daki evime nakil işlemi için müşteri hizmetlerini arıyorum ama kimse açmıyor. Bu nasıl hizmet?,2
266,interneti kestiler,2
267,problem hala halledilmedi,2
268,Market alışverişimde kasada yanlış fiyat çekildi. Farkı geri almak için müşteri hizmetlerine gittiğimde kimse ilgilenmedi.,2
269,Oyunlar melodiler ve daha fazlası. 🤩 İlk telefonunuzda en çok sevdiğiniz özellik hangisiydi? Bizimle paylaşın.,0
270,mümkansız,2
271,Başlıkları sürekli düşüyor ve bıçaklar keskin değil traş keyfimizin içine etti. tavsiye etmem.,2
272,İki mesaj arasında uyumsuzluk olduğu gibi bayramda nasıl iade etmemi bekliyorsunuz,2
273,farklı menülere yönlendiriliyor,2
274,Modemi iade etmeme rağmen iade edilmedi. Tarafıma fatura yansıtılıyor. 12 Haziran Çarşamba günü Superonline'dan tarafıma 3 gün içinde modemi gönderin diye mesaj geldi. Aynı gün ürünü kargoya verdim ancak sonrasında iade etmediğim söylenip tarafıma fatura çıkarıldı. Bu faturayı ödemeyeceğim ve Tüketici Hakem Heyeti üzerinden de şikayette bulunacağım.,2
275,hiçbir şekilde başlanmıyor,2
276,Sizi seviyorum 😍😍 @turktelekom,1
277,nazik ve yardımcı,1
278,@TurkNetDestek Numaramızı gönderdik ama arayan yok sizin vereceğiniz hizmete,2
279,#Hepsiburada'dan aldığım ürün hemen teslim edildi. Üstelik ambalajı çok iyiydi. Teşekkürler #Hepsiburada!,1
280,sorunum çözüldü,1
281,İphone 7 plus ios 16.3.1 trade plus giremiyorum@KTDestek,2
282,teşekkürler,1
283,hala sorunum çözülmüş değil,2
284,Hesaplarıma göre 10 yıl sonra çaylak sırasından geçip yazar olucam @sozluk @eksidestek,0
285,sorunun çözümünü geçiştirip duruyor,2
286,malesef yedek parça temin etmiyorlar giriş hepa filtresi yok ne zaman geleceği belli değil inanılmaz disiplinsizlik,2
287,Vodafone ile olan anlaşmam bitti ve hattımı Turkcell'e taşıdım. Keşke taşımasaydım. Aldığım günden 6 gün geçmesine rağmen Turkcell hattımı açamıyor. Her aradığımda 'Tabii beyefendi' deyip beni nazikçe geçiştiriyorlar. Gerçekten çok pişmanım Turkcell'e geçtiğim için. Bütün işlerim aksadı çok kötü bir firma.,2
288,İnternetim Wi-Fi yi kullanamadığım için çabuk bitti,2
289,internet aşımını daha önce internet bittiğinde dursun diye talimat vermeme rağmen faturaya eklemişler,2
290,@betulozge1 @kuveytturk @kuveytturkpys @KTDestek @KTDestek@kuveytturk,0
291,Başta her şey güzel teklifler falan sunuyorlar ama daha sonra nasıl bu adamı soyarız diye ellerinden gelen her şeyi yapıyorlar,2
292,@Apple Türkiye müşteri hizmetleriniz çok yardımcı oldu teşekkür ederim,1
293,Türk Telekom arıza konusunda falan çok zayıf,2
294,Aracımı servise götürdüm ama aynı problem devam ediyor hayal kırıklığına uğradım,2
295,Yeni kullanıcılar buna göre tercih yapsınlar,2
296,Sağolsunlar Evkur Y.K. Bşk. Hasan Bey ve Gn. Md. Özen Bey 3 çocuk daha var. Onlara da uzaktan eğitime bağlanabilecekleri tablet temin edebilecek hayırsever Çıkar. @meliscosan @fersunyelken @DinerGke @uomdernegi @MehmetSon17 @erdogan_uludag_ @haluklevent @iyilikhane @EvkurDestek,0
297,İşte gençlerin en çok konuştuğu markalar!: Araştırma şirketi Keller Fay Group’un yaptığı son araştırmaya göre erg... http://bit.ly/agURsV,2
298,Sürekli bir kesinti var,2
299,aboneliğimin iptali ile modemi iade etmem için,2
300,Akşam yemeğinde servis çok yavaştı ve garsonlar ilgisizdi. #RestoranABC,2
301,Müşteri temsilcisini yeni paket yapmak için aradım çok garip bir şekilde. Destek olmadılar bu ne biçim müşteri hizmetleri ya doğru düzgün bir hizmet alamayacak mıyız yetmiyor bir de ses gelmiyor deyip yüzüme. Telefon. Kapatıyor. Paketim bitmek üzere en kısa sürede destek istiyorum,2
302,naklini yapmadıkları için,2
303,hasarlı geldi,2
304,Yıllardır kartınızı kullanayım.Her ay ödemesini yapayım. Sen benden 244 TL kart aidatı kes. Ne güzel dünya.Madem öyle kullanmıyorum kartınızı.244 TL için kayıp verdiniz.Güzel vizyon ne güzel müşteri memnuniyeti. 👏👏 @Akbank @AkbankDestek,2
305,iade süreci çok uzun sürüyor,2
306,Hepsiburada'dan aldığım ürün iki haftadır kargoda görünüyor ama teslim edilmedi.,2
307,Türk Telekom diye bağlattığımız internet başka bir kuruma ait çıktı ve hiç ama hiç memnun değiliz Hiç çalışmıyor kapatıp açıyoruz ama beş dakika sonra tekrar internet gidiyor Resmen parayı boşuna veriyoruz Müşteri hizmetlerini arıyoruz ama ulaşamıyoruz Muhatap yok,2
308,internete bağlanamıyorum,2
309,internet erişimi yok,2
310,Termos hiç bir koruyucu olmadan sadece kargo poşeti ile geliyor ve yamuk çizik içerisinde Rezalet başka bir söz bulamıyorum,2
311,Aynı hat üzerinde aylardır kayda değer bir karanlığa sebep olan çalışmayan lambalar 🥺🤦🏻‍♂️🤦🏻‍♂️ Harbiye Mahallesi Harbiye Caddesi No:296 Karşısı Ana Cadde Defne/HATAY @toroslardestek @enerjisa,2
312,bloke işlemini nasıl yapabilirim ,2
313,denedim olmadı müşteri temsilcisi ile de görüşemedim,2
314,TCL marka çocuk saatine bağlanamıyorum. Konuyla ilgili müşteri temsilciniz R**** hanıma ulaştığımda konuyla ilgili neredeyse konuşmama izin vermeyecek şekilde benimle üst perdeden konuşarak iletisim kurmamayı tercih etti. Sorularıma dahi kesin cevaplar vermeyerek neredeyse beni azarlayarak konuştu. Sonunda da telefonu yüzüme kapatarak görüşmeyi sonlandırdı. Hem mağduriyete sebep olup hem de müşteriyi aşağılarcasına tavırlar içerisinde olmak nasıl bir müşteri hizmetidir?,2
315,Müşteri hizmetlerini arıyorum beni bir türlü bağlamıyor yok 1 e basın yok 2 ye basın.\nSadece kayıp çalıntıdan bağlanıyorsun oda yardımcı olamıyoruz diyor.\nBeni gerekli yere bağla diyorum9 basın dedi o şekilde 9 diye seçenek yok yani hep baştan savma.\nHala ulaşamadım hala işimi çözemedim,2
316,Teşekkür ederiz,1
317,Hizli bir şekilde geldi,1
318,Devam ediyoruz... @acikveuzaktan @auzefkurumsal,2
319,Faturayı yanlış kestiğiniz için geri ödeme ne zaman yapılacak?,2
320,İyi temizliyor,1
321,bıktım,2
322,10 saattir elektirik yok insanlarla dalga mı geçiyorsunuz 10 12 2 4 6 die antepdeki tüm kablolar mı koptu noldu insan gibi bi açıklama yapacakmısınız mağdur ettiniz insanları @toroslardestek,2
323,aldığım paketleri iptal etmek istiyorum,2
324,Ev interneti için telefonla konuşup bilgilerimi aldılar. Kurulum istemediğimi vazgeçtiğimi söyledim. Vazgeçersem 1500 lira gibi bir ücret ödemem gerektiğini söylediler zorundaymışım. Telefondaki kadın 'Cebimizden mi ödeyelim bize ne?' tarzında konuşuyor profesyonellikten uzak. Türk Telekom'un adını lekeleyen bir firma resmen çok pişman oldum. Gerekirse tüm yasal süreçleri başlatacağım.,2
325,Nakil ücreti olarak nakil işlemi tamamlandıktan sonra 600 TL fatura edildim. Bilgim dışında üstüne üstelik yetmezmiş gibi online işlemlerine yazdıkları mesajda belirttiklerini söylüyorlar ancak aynı mesajı SMS olarak göndermişler. Mesaj içeriğinde 600 TL nakil ücreti yansıtacaklarına dair herhangi bir bilgilendirme yapılmadı telefonla görüşmemizde de nakil ücreti bilgisi söylenmedi. Üstüne üstelik telefonda konuştuğum arkadaş yasal süreçleri değerlendirebilirsiniz deyip suratıma telefonu kapattı.,2
